"taxon","prevalence"
"Acidithiobacillus.thiooxidans",0.0133689839572193
"Acidobacterium.capsulatum",0.0427807486631016
"Acidothermus.cellulolyticus",0.0320855614973262
"Aciduliprofundum.boonei",0.0160427807486631
"Aciduliprofundum.sp..MAR08.339",0.018716577540107
"Acinetobacter.baumannii",0.957219251336898
"Acinetobacter.baylyi",0.0320855614973262
"Acinetobacter.bereziniae",0.0882352941176471
"Acinetobacter.calcoaceticus",0.0481283422459893
"Acinetobacter.chinensis",0.0267379679144385
"Acinetobacter.cumulans",0.0427807486631016
"Acinetobacter.defluvii",0.0695187165775401
"Acinetobacter.equi",0.0160427807486631
"Acinetobacter.guillouiae",0.427807486631016
"Acinetobacter.haemolyticus",0.248663101604278
"Acinetobacter.indicus",0.114973262032086
"Acinetobacter.johnsonii",0.713903743315508
"Acinetobacter.junii",0.473262032085562
"Acinetobacter.lactucae",0.0133689839572193
"Acinetobacter.larvae",0.0240641711229947
"Acinetobacter.lwoffii",0.441176470588235
"Acinetobacter.nosocomialis",0.179144385026738
"Acinetobacter.oleivorans",0.0294117647058824
"Acinetobacter.phage.Acj61",0.0106951871657754
"Acinetobacter.phage.Acj9",0
"Acinetobacter.phage.Presley",0
"Acinetobacter.phage.vB_AbaM_Acibel004",0
"Acinetobacter.phage.vB_AbaM_phiAbaA1",0.00267379679144385
"Acinetobacter.phage.YMC13.03.R2096",0
"Acinetobacter.phage.ZZ1",0
"Acinetobacter.pittii",0.901069518716578
"Acinetobacter.radioresistens",0.267379679144385
"Acinetobacter.schindleri",0.179144385026738
"Acinetobacter.soli",0.165775401069519
"Acinetobacter.sp..ACNIH1",0.205882352941176
"Acinetobacter.sp..ACNIH2",0.0855614973262032
"Acinetobacter.sp..C16S1",0.00802139037433155
"Acinetobacter.sp..dk386",0.0454545454545455
"Acinetobacter.sp..DUT.2",0.0160427807486631
"Acinetobacter.sp..FDAARGOS_493",0.00802139037433155
"Acinetobacter.sp..FDAARGOS_560",0.0106951871657754
"Acinetobacter.sp..LoGeW2.3",0.0401069518716578
"Acinetobacter.sp..M131",0.0053475935828877
"Acinetobacter.sp..NCu2D.2",0.0347593582887701
"Acinetobacter.sp..SWBY1",0.149732620320856
"Acinetobacter.sp..TGL.Y2",0.0347593582887701
"Acinetobacter.sp..TTH0.4",0.0775401069518717
"Acinetobacter.sp..WCHA45",0.171122994652406
"Acinetobacter.sp..WCHA55",0.197860962566845
"Acinetobacter.sp..WCHAc010034",0.10427807486631
"Acinetobacter.sp..WCHAc010052",0.0133689839572193
"Acinetobacter.tandoii",0.0294117647058824
"Acinetobacter.towneri",0.184491978609626
"Acinetobacter.ursingii",0.288770053475936
"Acinetobacter.venetianus",0.189839572192513
"Acinetobacter.virus.133",0
"Acinetobacter.virus.AB1",0
"Acinetobacter.virus.AbP2",0
"Acinetobacter.virus.Loki",0.00267379679144385
"Acinetobacter.virus.LZ35",0
"Acinetobacter.virus.ME3",0
"Acinetobacter.virus.WCHABP12",0.00267379679144385
"Acinetobacter.wuhouensis",0.764705882352941
"Actinoalloteichus.fjordicus",0.25668449197861
"Actinoalloteichus.hoggarensis",0.689839572192513
"Actinoalloteichus.hymeniacidonis",0.0374331550802139
"Actinoalloteichus.sp..GBA129.24",0
"Actinobacillus.delphinicola",0.0294117647058824
"Actinobacillus.equuli",0.00267379679144385
"Actinobacillus.lignieresii",0.00802139037433155
"Actinobacillus.pleuropneumoniae",0.0668449197860963
"Actinobacillus.porcitonsillarum",0.0374331550802139
"Actinobacillus.succinogenes",0.0267379679144385
"Actinobacillus.suis",0.00802139037433155
"Actinobacteria.bacterium.IMCC19121",0.0401069518716578
"Actinobacteria.bacterium.IMCC25003",0.0427807486631016
"Actinobacteria.bacterium.IMCC26077",0.0240641711229947
"Actinobacteria.bacterium.IMCC26103",0.0320855614973262
"Actinobacteria.bacterium.IMCC26256",0.0828877005347594
"Actinobacteria.bacterium.YIM.96077",0.0748663101604278
"Actinobaculum.sp..313",0.018716577540107
"Actinomadura.amylolytica",0.248663101604278
"Actinomadura.sp..WMMA1423",0.414438502673797
"Actinomadura.sp..WMMB499",0.165775401069519
"Actinomyces.gaoshouyii",0.0240641711229947
"Actinomyces.hongkongensis",0.0427807486631016
"Actinomyces.howellii",0.0775401069518717
"Actinomyces.israelii",0.0160427807486631
"Actinomyces.naeslundii",0.0882352941176471
"Actinomyces.oris",0.109625668449198
"Actinomyces.pacaensis",0.0401069518716578
"Actinomyces.qiguomingii",0.0267379679144385
"Actinomyces.radicidentis",0.0508021390374332
"Actinomyces.sp..2129",0.0267379679144385
"Actinomyces.sp..299",0.0454545454545455
"Actinomyces.sp..Chiba101",0.0748663101604278
"Actinomyces.sp..dk561",0.0374331550802139
"Actinomyces.sp..oral.taxon.171",0.117647058823529
"Actinomyces.sp..oral.taxon.414",0.320855614973262
"Actinomyces.sp..oral.taxon.897",0.053475935828877
"Actinomyces.sp..Z16",0.0294117647058824
"Actinomyces.tangfeifanii",0.0213903743315508
"Actinomyces.viscosus",0.106951871657754
"Actinoplanes.derwentensis",0.0989304812834225
"Actinoplanes.friuliensis",0.558823529411765
"Actinoplanes.missouriensis",0.0481283422459893
"Actinoplanes.phage.phiAsp2",0.00267379679144385
"Actinoplanes.sp..N902.109",0.0614973262032086
"Actinoplanes.sp..OR16",0.310160427807487
"Actinoplanes.sp..SE50.110",0.0106951871657754
"Actinoplanes.teichomyceticus",0.31283422459893
"Actinopolymorpha.singaporensis",0.133689839572193
"Actinopolyspora.erythraea",0.203208556149733
"Actinosynnema.mirum",0.0240641711229947
"Actinosynnema.pretiosum",0.740641711229946
"Actinotignum.schaalii",0.0160427807486631
"Adlercreutzia.equolifaciens",0.272727272727273
"Adoxophyes.honmai.entomopoxvirus",0.00267379679144385
"Advenella.kashmirensis",0.0267379679144385
"Advenella.mimigardefordensis",0.0641711229946524
"Aeribacillus.pallidus",0.0614973262032086
"Aerococcaceae.bacterium.ZY16052",0.0614973262032086
"Aerococcus.christensenii",0.0374331550802139
"Aerococcus.sanguinicola",0.0267379679144385
"Aerococcus.urinae",0.0374331550802139
"Aerococcus.urinaeequi",0.0294117647058824
"Aerococcus.urinaehominis",0.0240641711229947
"Aerococcus.viridans",0.0588235294117647
"Aeromonas.caviae",0.136363636363636
"Aeromonas.dhakensis",0.0106951871657754
"Aeromonas.encheleia",0.0401069518716578
"Aeromonas.hydrophila",0.24331550802139
"Aeromonas.media",0.0401069518716578
"Aeromonas.rivipollensis",0.368983957219251
"Aeromonas.salmonicida",0.141711229946524
"Aeromonas.schubertii",0.0668449197860963
"Aeromonas.sp..ASNIH1",0.0106951871657754
"Aeromonas.sp..ASNIH2",0.0481283422459893
"Aeromonas.sp..ASNIH3",0.0106951871657754
"Aeromonas.sp..ASNIH4",0.0401069518716578
"Aeromonas.sp..ASNIH5",0.0240641711229947
"Aeromonas.sp..ASNIH7",0.0133689839572193
"Aeromonas.sp..CA23",0.272727272727273
"Aeromonas.sp..CU5",0.0267379679144385
"Aeromonas.veronii",0.425133689839572
"Aeromonas.virus.56",0.0053475935828877
"Aeromonas.virus.65",0
"Aeropyrum.camini",0.0133689839572193
"Aeropyrum.pernix",0.0106951871657754
"Afipia.sp..GAS231",0.0802139037433155
"African.swine.fever.virus",0.00802139037433155
"Agarilytica.rhodophyticola",0.0294117647058824
"Agarivorans.gilvus",0.0160427807486631
"Aggregatibacter.actinomycetemcomitans",0.0882352941176471
"Aggregatibacter.aphrophilus",0.0668449197860963
"Aggregatibacter.segnis",0.0374331550802139
"Agrobacterium.fabrum",0.160427807486631
"Agrobacterium.larrymoorei",0.631016042780749
"Agrobacterium.rhizogenes",0.0213903743315508
"Agrobacterium.sp..H13.3",0.0106951871657754
"Agrobacterium.sp..MA01",0.0106951871657754
"Agrobacterium.sp..RAC06",0.072192513368984
"Agrobacterium.sp..T29",0.0320855614973262
"Agrobacterium.tumefaciens",0.991978609625668
"Agrobacterium.virus.Atuph07",0
"Agrobacterium.vitis",0.967914438502674
"Agrococcus.carbonis",0.0641711229946524
"Agrococcus.jejuensis",0.0855614973262032
"Agrococcus.sp..SGAir0287",0.0374331550802139
"Agromyces.aureus",0.0347593582887701
"Agromyces.flavus",0.0561497326203209
"Agromyces.sp..HY052",0.494652406417112
"Agromyces.sp..KACC.19306",0.0294117647058824
"Agromyces.sp..LHK192",0.0374331550802139
"Agromyces.sp..MF30.A",0.0213903743315508
"Agrotis.ipsilon.multiple.nucleopolyhedrovirus",0
"Agrotis.segetum.granulovirus",0
"Agrotis.segetum.nucleopolyhedrovirus.B",0.0454545454545455
"Ahniella.affigens",0.0668449197860963
"Akkermansia.glycaniphila",0.245989304812834
"Akkermansia.muciniphila",0.13903743315508
"Alcaligenaceae.bacterium.SJ.26",0.0935828877005348
"Alcaligenes.aquatilis",0.018716577540107
"Alcaligenes.faecalis",0.732620320855615
"Algibacter.alginicilyticus",0.39572192513369
"Algoriphagus.machipongonensis",0.0427807486631016
"Algoriphagus.sanaruensis",0.0561497326203209
"Alicycliphilus.denitrificans",0.310160427807487
"Alicyclobacillus.acidocaldarius",0.0641711229946524
"Alistipes.finegoldii",0.248663101604278
"Alistipes.megaguti",0.0508021390374332
"Alistipes.shahii",0.125668449197861
"Alistipes.sp..3BBH6",0.053475935828877
"Alistipes.sp..5CBH24",0.0240641711229947
"Alistipes.sp..5CPEGH6",0.347593582887701
"Alistipes.sp..6CPBBH3",0.0106951871657754
"Alistipes.sp..dk3624",0.0508021390374332
"Alkalilimnicola.ehrlichii",0.0320855614973262
"Alloactinosynnema.sp..L.07",0.703208556149733
"Allochromatium.vinosum",0.0935828877005348
"Allofrancisella.guangzhouensis",0.0160427807486631
"Allokutzneria.albata",0.155080213903743
"Alloprevotella.sp..E39",0.101604278074866
"Allopseudarcicella.aquatilis",0.072192513368984
"alpha.proteobacterium.HIMB5",0.0133689839572193
"alpha.proteobacterium.HIMB59",0.0053475935828877
"Alphapapillomavirus.7",0.0106951871657754
"Altererythrobacter.atlanticus",0.125668449197861
"Altererythrobacter.dongtanensis",0.0320855614973262
"Altererythrobacter.epoxidivorans",0.0213903743315508
"Altererythrobacter.ishigakiensis",0.0213903743315508
"Altererythrobacter.mangrovi",0.0240641711229947
"Altererythrobacter.marensis",0.0320855614973262
"Altererythrobacter.namhicola",0.0347593582887701
"Altererythrobacter.sp..B11",0.0668449197860963
"Altererythrobacter.sp..NS1",0.0401069518716578
"Altererythrobacter.sp..TH136",0.0508021390374332
"Altererythrobacter.sp..ZODW24",0.0106951871657754
"Aminipila.sp..JN.18",0.0561497326203209
"Aminobacter.aminovorans",0.0561497326203209
"Aminobacter.sp..MSH1",0.0561497326203209
"Aminobacterium.colombiense",0.0508021390374332
"Aminomonas.paucivorans",0.053475935828877
"Ammonifex.degensii",0.0802139037433155
"Amphibacillus.xylanus",0.0213903743315508
"Amsacta.moorei.entomopoxvirus",0
"Amycolatopsis.japonica",0.0267379679144385
"Amycolatopsis.keratiniphila",0.0588235294117647
"Amycolatopsis.mediterranei",0.101604278074866
"Amycolatopsis.methanolica",0.0935828877005348
"Amycolatopsis.orientalis",0.117647058823529
"Amycolatopsis.sp..AA4",0.0481283422459893
"Amycolatopsis.sp..BJA.103",0.0481283422459893
"Amycolatopsis.sp..YIM.10",0.072192513368984
"Anabaenopsis.circularis",0.0695187165775401
"anaerobic.archaeon.MK.D1",0.229946524064171
"Anaerobutyricum.hallii",0.25668449197861
"Anaerococcus.mediterraneensis",0.163101604278075
"Anaerococcus.prevotii",0.435828877005348
"Anaerolinea.thermophila",0.0347593582887701
"Anaerolineaceae.bacterium.oral.taxon.439",0.0160427807486631
"Anaerostipes.hadrus",0.820855614973262
"Anaerostipes.rhamnosivorans",0.227272727272727
"Anaerotignum.propionicum",0.205882352941176
"Ananas.comosus",1
"Anaplasma.marginale",0
"Anaplasma.ovis",0.00267379679144385
"Anaplasma.phagocytophilum",0.00267379679144385
"Ancylobacter.sp..TS.1",0.0882352941176471
"Aneurinibacillus.soli",0.0213903743315508
"Aneurinibacillus.sp..XH2",0.165775401069519
"Anoxybacillus.amylolyticus",0.112299465240642
"Anoxybacillus.flavithermus",0.152406417112299
"Anoxybacillus.gonensis",0.0160427807486631
"Anoxybacillus.kamchatkensis",0.0294117647058824
"Anoxybacter.fermentans",0.0267379679144385
"Anseongella.ginsenosidimutans",0.072192513368984
"Antarcticibacterium.flavum",0.941176470588235
"Antarcticibacterium.sp..PAMC.28998",0.0320855614973262
"Antarctobacter.heliothermus",0.441176470588235
"Aphid.lethal.paralysis.virus",0.00802139037433155
"Aphis.glycines.virus.2",0.0053475935828877
"Apibacter.sp..HY041",0.0668449197860963
"Aquaspirillum.sp..LM1",0.0320855614973262
"Aquicella.lusitana",0.0935828877005348
"Aquicella.siphonis",0.0213903743315508
"Aquifex.aeolicus",0.625668449197861
"Aquiflexum.balticum",0.724598930481283
"Aquimarina.sp..AD1",0.0427807486631016
"Aquimarina.sp..AD10",0.60427807486631
"Aquisphaera.giovannonii",0.216577540106952
"Aquitalea.magnusonii",0.304812834224599
"Aquitalea.sp..THG.DN7.12",0.0427807486631016
"Arabia.massiliensis",0.0320855614973262
"Arabidopsis.thaliana",1
"Arachidicoccus.ginsenosidivorans",0.0561497326203209
"Arachidicoccus.sp..B3.10",0.237967914438503
"Arachidicoccus.sp..BS20",0.147058823529412
"Arachidicoccus.sp..KIS59.12",0.0802139037433155
"Arachis.duranensis",1
"Arachis.hypogaea",1
"Arachis.ipaensis",0.997326203208556
"Arcanobacterium.haemolyticum",0.0989304812834225
"Arcanobacterium.phocae",0.0213903743315508
"Archaeoglobus.fulgidus",0.00802139037433155
"Archaeoglobus.sulfaticallidus",0.0240641711229947
"Archaeoglobus.veneficus",0.00802139037433155
"archaeon.enrichment.culture.clone.1.2010.",0.00267379679144385
"Archangium.gephyra",0.302139037433155
"Arcobacter.anaerophilus",0.0320855614973262
"Arcobacter.bivalviorum",0.101604278074866
"Arcobacter.butzleri",0.254010695187166
"Arcobacter.canalis",0.0213903743315508
"Arcobacter.cibarius",0.0374331550802139
"Arcobacter.cryaerophilus",0.0614973262032086
"Arcobacter.ellisii",0.0641711229946524
"Arcobacter.halophilus",0.0561497326203209
"Arcobacter.marinus",0.018716577540107
"Arcobacter.molluscorum",0.213903743315508
"Arcobacter.mytili",0.131016042780749
"Arcobacter.pacificus",0.0401069518716578
"Arcobacter.peruensis",0.0106951871657754
"Arcobacter.skirrowii",0.0240641711229947
"Arcobacter.sp..L",0.101604278074866
"Arcobacter.sp..LPB0137",0.00802139037433155
"Arcobacter.suis",0.0588235294117647
"Arcobacter.thereius",0.0240641711229947
"Arcobacter.trophiarum",0.0641711229946524
"Arcticibacterium.luteifluviistationis",0.0320855614973262
"Arenibacter.algicola",0.109625668449198
"Arenimonas.daejeonensis",0.0508021390374332
"Armatimonadetes.bacterium.Uphvl.Ar1",0.018716577540107
"Armatimonadetes.bacterium.Uphvl.Ar2",0.0347593582887701
"Aromatoleum.aromaticum",0.0454545454545455
"Arsenicicoccus.sp..oral.taxon.190",0.0748663101604278
"Arsenophonus.endosymbiont.of.Aleurodicus.dispersus",0.0240641711229947
"Arsenophonus.nasoniae",0.053475935828877
"Artogeia.rapae.granulovirus",0
"Asaia.bogorensis",0.0240641711229947
"Asparagus.officinalis",1
"Aspergillus.fumigatus",1
"Aspergillus.oryzae",0.941176470588235
"Aster.yellows.witches..broom.phytoplasma",0.00267379679144385
"Ateline.alphaherpesvirus.1",0.0213903743315508
"Atlantibacter.hermannii",0.0267379679144385
"Atopobium.parvulum",0.0641711229946524
"Aurantimicrobium.minutum",0.0267379679144385
"Aurantimicrobium.sp..MWH.Mo1",0.0508021390374332
"Auraticoccus.monumenti",0.168449197860963
"Aureimonas.sp..AU20",0.0695187165775401
"Aureitalea.sp..RR4.38",0.542780748663102
"Aureococcus.anophagefferens.virus",0.0053475935828877
"Auricoccus.indicus",0.053475935828877
"Auritidibacter.sp..NML130574",0.0294117647058824
"Austwickia.chelonae",0.0641711229946524
"Autographa.californica.multiple.nucleopolyhedrovirus",0.018716577540107
"Aves.polyomavirus.1",0
"Avian.carcinoma.virus",0.00267379679144385
"Avian.myeloblastosis.virus",0.0053475935828877
"Avian.myelocytomatosis.virus",0
"Avian.orthoreovirus",0.0053475935828877
"Azorhizobium.caulinodans",0.053475935828877
"Azotobacter.chroococcum",0.0614973262032086
"Azotobacter.salinestris",0.018716577540107
"Azotobacter.vinelandii",0.0481283422459893
"Babesia.bigemina",0.986631016042781
"Babesia.bovis",0.804812834224599
"Babesia.microti",0.689839572192513
"Bacillaceae.bacterium.C02",0.0106951871657754
"Bacillaceae.bacterium.C05",0.0053475935828877
"Bacillaceae.bacterium.TKL69",0.0695187165775401
"Bacillus.aerophilus",0.0106951871657754
"Bacillus.albus",0.483957219251337
"Bacillus.altitudinis",0.0347593582887701
"Bacillus.amyloliquefaciens",0.0962566844919786
"Bacillus.anthracis",0.106951871657754
"Bacillus.aryabhattai",0.136363636363636
"Bacillus.asahii",0.0641711229946524
"Bacillus.atrophaeus",1
"Bacillus.beveridgei",0.556149732620321
"Bacillus.bombysepticus",0.00267379679144385
"Bacillus.butanolivorans",0.0106951871657754
"Bacillus.cellulosilyticus",0.0775401069518717
"Bacillus.cereus",0.994652406417112
"Bacillus.ciccensis",0.24331550802139
"Bacillus.circulans",0.0454545454545455
"Bacillus.clausii",0.0588235294117647
"Bacillus.coagulans",0.165775401069519
"Bacillus.cohnii",0.0294117647058824
"Bacillus.cytotoxicus",0.0401069518716578
"Bacillus.filamentosus",0.0775401069518717
"Bacillus.flexus",0.0454545454545455
"Bacillus.foraminis",0.0240641711229947
"Bacillus.freudenreichii",0.00802139037433155
"Bacillus.glycinifermentans",0.0374331550802139
"Bacillus.gobiensis",0.0213903743315508
"Bacillus.halodurans",0.216577540106952
"Bacillus.halotolerans",0.112299465240642
"Bacillus.horikoshii",0.128342245989305
"Bacillus.infantis",0.053475935828877
"Bacillus.jeotgali",0.0828877005347594
"Bacillus.kochii",0.0427807486631016
"Bacillus.krulwichiae",0.0267379679144385
"Bacillus.lehensis",0.0106951871657754
"Bacillus.lentus",0.0160427807486631
"Bacillus.licheniformis",0.0267379679144385
"Bacillus.litoralis",0.0775401069518717
"Bacillus.luti",0.0320855614973262
"Bacillus.marisflavi",0.0267379679144385
"Bacillus.megaterium",1
"Bacillus.mesonae",0.911764705882353
"Bacillus.methanolicus",0.018716577540107
"Bacillus.mobilis",0.0053475935828877
"Bacillus.muralis",0.0133689839572193
"Bacillus.mycoides",0.136363636363636
"Bacillus.oceanisediminis",0.0855614973262032
"Bacillus.paralicheniformis",0.0213903743315508
"Bacillus.paranthracis",0.0133689839572193
"Bacillus.phage.BCD7",0.00267379679144385
"Bacillus.phage.Eldridge",0
"Bacillus.phage.Phrodo",0
"Bacillus.phage.SageFayge",0
"Bacillus.phage.SP.10",0.00267379679144385
"Bacillus.phage.SPP1",0
"Bacillus.phage.vB_BanS.Tsamsa",0.0320855614973262
"Bacillus.pseudofirmus",0.0160427807486631
"Bacillus.pseudomycoides",0.114973262032086
"Bacillus.pumilus",0.106951871657754
"Bacillus.safensis",0.0267379679144385
"Bacillus.simplex",0.0882352941176471
"Bacillus.smithii",0.0454545454545455
"Bacillus.sonorensis",0.0240641711229947
"Bacillus.sp..1NLA3E",0.0213903743315508
"Bacillus.sp..275",0.0053475935828877
"Bacillus.sp..ABP14",0.00802139037433155
"Bacillus.sp..AK13",0
"Bacillus.sp..BD59S",0.00802139037433155
"Bacillus.sp..BS98",0
"Bacillus.sp..DSL.17",0.053475935828877
"Bacillus.sp..FDAARGOS_235",0.00267379679144385
"Bacillus.sp..FDAARGOS_527",0.0133689839572193
"Bacillus.sp..FJAT.14266",0.0106951871657754
"Bacillus.sp..FJAT.18017",0.0374331550802139
"Bacillus.sp..FJAT.22090",0.0240641711229947
"Bacillus.sp..FJAT.25496",0.0374331550802139
"Bacillus.sp..FJAT.42376",0.0267379679144385
"Bacillus.sp..FJAT.45348",0.0748663101604278
"Bacillus.sp..HBCD.sjtu",0.00267379679144385
"Bacillus.sp..IHB.B.7164",0.00267379679144385
"Bacillus.sp..JAS24.2",0.0133689839572193
"Bacillus.sp..JS",0
"Bacillus.sp..Lzh.5",0.0106951871657754
"Bacillus.sp..N3536",0.0053475935828877
"Bacillus.sp..OxB.1",0.0160427807486631
"Bacillus.sp..Pc3",0.00267379679144385
"Bacillus.sp..S3",0.160427807486631
"Bacillus.sp..SYJ",0.00267379679144385
"Bacillus.sp..THAF10",0.0882352941176471
"Bacillus.sp..WP8",0.0133689839572193
"Bacillus.sp..WR11",0.00267379679144385
"Bacillus.sp..X1.2014.",0.0106951871657754
"Bacillus.sp..Y1",0.211229946524064
"Bacillus.sp..YP1",0
"Bacillus.sp..ZY.1.1",0.0053475935828877
"Bacillus.subtilis",0.315508021390374
"Bacillus.thermoamylovorans",0.13903743315508
"Bacillus.thermocopriae",0.0614973262032086
"Bacillus.thuringiensis",0.989304812834225
"Bacillus.tropicus",0.018716577540107
"Bacillus.vallismortis",0.0106951871657754
"Bacillus.velezensis",0.636363636363636
"Bacillus.virus.1",0.0481283422459893
"Bacillus.virus.Andromeda",0.00267379679144385
"Bacillus.virus.B4",0.0053475935828877
"Bacillus.virus.Bc431",0
"Bacillus.virus.Bcp1",0.00267379679144385
"Bacillus.virus.BCP78",0
"Bacillus.virus.Bigbertha",0
"Bacillus.virus.Bobb",0
"Bacillus.virus.Bp8pC",0
"Bacillus.virus.BPS10C",0
"Bacillus.virus.Camphawk",0.00267379679144385
"Bacillus.virus.Deepblue",0.00267379679144385
"Bacillus.virus.G",0.0213903743315508
"Bacillus.virus.GA1",0
"Bacillus.virus.Grass",0
"Bacillus.virus.JL",0
"Bacillus.virus.Mater",0
"Bacillus.virus.NIT1",0
"Bacillus.virus.Pascal",0
"Bacillus.virus.Pony",0.00267379679144385
"Bacillus.virus.Riggi",0
"Bacillus.virus.Shbh1",0
"Bacillus.virus.SIOphi",0.00802139037433155
"Bacillus.virus.Slash",0
"Bacillus.virus.SP15",0
"Bacillus.virus.SPG24",0
"Bacillus.virus.SPO1",0.00267379679144385
"Bacillus.virus.Stahl",0
"Bacillus.virus.Stills",0
"Bacillus.virus.Troll",0.00267379679144385
"Bacillus.virus.Wip1",0
"Bacillus.virus.WPh",0
"Bacillus.weihaiensis",0.379679144385027
"Bacillus.wiedmannii",0.0213903743315508
"Bacillus.xiamenensis",0.0053475935828877
"Bacterioplanes.sanyensis",0.0320855614973262
"Bacteriovorax.stolpii",0.0668449197860963
"bacterium.2013Arg42i",0.0508021390374332
"Bacteroidales.bacterium.CF",0.053475935828877
"Bacteroides.caccae",0.240641711229947
"Bacteroides.caecimuris",0.197860962566845
"Bacteroides.cellulosilyticus",0.155080213903743
"Bacteroides.coprosuis",0.0882352941176471
"Bacteroides.dorei",0.24331550802139
"Bacteroides.fragilis",0.422459893048128
"Bacteroides.helcogenes",0.114973262032086
"Bacteroides.heparinolyticus",0.0989304812834225
"Bacteroides.intestinalis",0.0508021390374332
"Bacteroides.ovatus",0.267379679144385
"Bacteroides.salanitronis",0.240641711229947
"Bacteroides.sp..A1C1",0.128342245989305
"Bacteroides.thetaiotaomicron",0.481283422459893
"Bacteroides.uniformis",0.272727272727273
"Bacteroides.vulgatus",0.398395721925134
"Bacteroides.xylanisolvens",0.120320855614973
"Bacteroides.zoogleoformans",0.160427807486631
"Baekduia.soli",0.106951871657754
"Barnesiella.viscericola",0.994652406417112
"Bartonella.ancashensis",0.0508021390374332
"Bartonella.apis",0.0267379679144385
"Bartonella.australis",0.0213903743315508
"Bartonella.bacilliformis",0.0133689839572193
"Bartonella.birtlesii",0.13903743315508
"Bartonella.bovis",0.0240641711229947
"Bartonella.clarridgeiae",0.018716577540107
"Bartonella.elizabethae",0.0053475935828877
"Bartonella.grahamii",0.0106951871657754
"Bartonella.henselae",0.0053475935828877
"Bartonella.quintana",0.409090909090909
"Bartonella.schoenbuchensis",0.0160427807486631
"Bartonella.sp...Tel.Aviv.",0.0133689839572193
"Bartonella.sp..1.1C",0.0053475935828877
"Bartonella.sp..A1379B",0
"Bartonella.sp..OE.1.1",0.0294117647058824
"Bartonella.sp..WD16.2",0.00802139037433155
"Bartonella.tribocorum",0.0347593582887701
"Bartonella.vinsonii",0.0133689839572193
"Basilea.psittacipulmonis",0.0320855614973262
"Bathycoccus.prasinos",0.946524064171123
"Bathycoccus.sp..RCC1105.virus.BpV",0.0053475935828877
"Bathymodiolus.septemdierum.thioautotrophic.gill.symbiont",0.0160427807486631
"Bathymodiolus.thermophilus.thioautotrophic.gill.symbiont",0.197860962566845
"BeAn.58058.virus",0.00267379679144385
"Beggiatoa.leptomitoformis",0.0347593582887701
"Beihai.mantis.shrimp.virus.1",0.00267379679144385
"Beijerinckiaceae.bacterium",0.0347593582887701
"Beijerinckiaceae.bacterium.RH.AL1",0.120320855614973
"Beilong.jeilongvirus",0
"Belliella.baltica",0.0294117647058824
"Bermuda.grass.latent.virus",0
"Bernardetia.litoralis",0.0695187165775401
"Besnoitia.besnoiti",0.994652406417112
"beta.proteobacterium.CB",0.0454545454545455
"Beta.vulgaris",1
