"estimate","statistic","p.value","method","alternative","score","microbe","datset"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__Loebvirae","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__Metazoa","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__Metazoa","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__Metazoa","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__Orthornavirae","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__Orthornavirae","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__Orthornavirae","ORIEN"
0.017694609006024,17325140.2173683,0.701093972328332,"Spearman's rank correlation rho","two.sided","age","k__Pararnavirae","ORIEN"
0.105520385668029,15776137.3214066,0.0217184711138722,"Spearman's rank correlation rho","two.sided","buffa.score","k__Pararnavirae","ORIEN"
0.233277500995337,13522856.460785,2.88229157788885e-07,"Spearman's rank correlation rho","two.sided","MitoScore","k__Pararnavirae","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__Sangervirae","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__Sangervirae","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__Sangervirae","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__Shotokuvirae","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__Shotokuvirae","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__Shotokuvirae","ORIEN"
-0.00650858548410877,17752017.3801064,0.887728266178796,"Spearman's rank correlation rho","two.sided","age","k__unclassified-c__Candidatus","ORIEN"
0.109573176426472,15704657.3429748,0.0171285905326247,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-c__Candidatus","ORIEN"
0.237094252479999,13455539.5598977,1.81461095551928e-07,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-c__Candidatus","ORIEN"
0.0112895617921751,17438107.4698096,0.806541687084429,"Spearman's rank correlation rho","two.sided","age","k__unclassified-c__Cryptophyceae","ORIEN"
0.0018766407197047,17604125.267259,0.967530052128283,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-c__Cryptophyceae","ORIEN"
0.0432152173578928,16875027.5312502,0.348336800137169,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-c__Cryptophyceae","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-c__Naldaviricetes","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-c__Naldaviricetes","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-c__Naldaviricetes","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-g__Pandoravirus","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-g__Pandoravirus","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-g__Pandoravirus","ORIEN"
-0.0228098463078702,18039526.3687375,0.620717885174964,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Acidobacteria","ORIEN"
0.0650098927291009,16490629.9597209,0.158060599255436,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Acidobacteria","ORIEN"
0.187085123262192,14337561.7739571,4.23497495646174e-05,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Acidobacteria","ORIEN"
0.0219240995433576,17250543.7453555,0.634349962000674,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Actinobacteria","ORIEN"
-0.0745854622178043,18952704.504279,0.105212555286757,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Actinobacteria","ORIEN"
-0.0151016867753344,17903575.8324344,0.743221953779886,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Actinobacteria","ORIEN"
0.0414576717518219,16906025.7567946,0.368308704017908,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Apicomplexa","ORIEN"
0.0477863339391483,16794405.7241764,0.299676761074852,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Apicomplexa","ORIEN"
0.0642468914288707,16504087.1845653,0.163009199004732,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Apicomplexa","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Aquificae","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Aquificae","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Aquificae","ORIEN"
-0.0108123546772032,17827923.9214093,0.814567462441315,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Armatimonadetes","ORIEN"
0.105162676369779,15782446.3204267,0.0221706527148957,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Armatimonadetes","ORIEN"
0.240718102423318,13391624.906705,1.16091833006715e-07,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Armatimonadetes","ORIEN"
-0.0975181132026398,19357172.8066123,0.0339788103647128,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Bacteroidetes","ORIEN"
-0.00447919727253117,17716224.6056358,0.922600257067705,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Bacteroidetes","ORIEN"
-0.0232661074098658,18047573.5479959,0.613745758669817,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Bacteroidetes","ORIEN"
0.00946877348692273,17470221.1210059,0.837265915705116,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Candidatus","ORIEN"
0.085691524207307,16125863.3926543,0.0625801403889452,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Candidatus","ORIEN"
0.213649964732853,13869031.7144146,2.75176437190509e-06,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Candidatus","ORIEN"
0.0120736996621228,17424277.4545504,0.79339824322649,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Cercozoa","ORIEN"
0.00223123018353182,17597871.2934575,0.961399280725258,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Cercozoa","ORIEN"
-0.0127889979551856,17862786.4216711,0.781459367566209,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Cercozoa","ORIEN"
-0.0109865239041576,17830995.783079,0.811635949265478,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Chlamydiae","ORIEN"
0.100615336951996,15862648.7643422,0.0286693071629565,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Chlamydiae","ORIEN"
0.255611471583755,13128947.2187077,1.71629036597194e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Chlamydiae","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Chlorobi","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Chlorobi","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Chlorobi","ORIEN"
-0.0531166562041643,18574054.3636038,0.24892335293207,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Chloroflexi","ORIEN"
0.0797609460898875,16230462.3273607,0.0831209514616884,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Chloroflexi","ORIEN"
0.229347848543245,13592164.6213247,4.6032537498262e-07,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Chloroflexi","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Chrysiogenetes","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Chrysiogenetes","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Chrysiogenetes","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Ciliophora","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Ciliophora","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Ciliophora","ORIEN"
0.00843364505533925,17488477.9130225,0.854846979370953,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Crenarchaeota","ORIEN"
0.130388645427974,15337530.2535303,0.00450573403708238,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Crenarchaeota","ORIEN"
0.293143387264794,12466988.4146921,7.92807369358427e-11,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Crenarchaeota","ORIEN"
-0.0659512469363829,18800420.9152963,0.152112569007929,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Cyanobacteria","ORIEN"
0.013604808906486,17397272.9378391,0.767905408829908,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Cyanobacteria","ORIEN"
0.104111717598627,15800982.3156883,0.0235466989371709,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Cyanobacteria","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Deferribacteres","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Deferribacteres","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Deferribacteres","ORIEN"
0.00409436721380429,17565010.7283119,0.929231824972396,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Deinococcus","ORIEN"
0.0885751981624267,16075003.3891649,0.0542204275377202,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Deinococcus","ORIEN"
0.203241109319932,14052615.0289159,8.38587022408984e-06,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Deinococcus","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Dictyoglomi","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Dictyoglomi","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Dictyoglomi","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Elusimicrobia","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Elusimicrobia","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Elusimicrobia","ORIEN"
0.0122435091303003,17421282.4869228,0.790559506747208,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Euglenozoa","ORIEN"
-0.0863045003419936,19159395.8047398,0.0607194096642954,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Euglenozoa","ORIEN"
-0.264516469742161,22302560.2285317,5.15755916108872e-09,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Euglenozoa","ORIEN"
-0.00769633074817312,17772965.9093836,0.867414330582418,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Euryarchaeota","ORIEN"
0.118483575501806,15547502.6385537,0.00990523757005193,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Euryarchaeota","ORIEN"
0.222427611479545,13714218.3925503,1.02894272145487e-06,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Euryarchaeota","ORIEN"
-0.0169118114881624,17935501.4074625,0.71372296687868,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Firmicutes","ORIEN"
0.048260805304166,16786037.36643,0.29489834118884,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Firmicutes","ORIEN"
0.013752673074292,17394665.0243899,0.765456201614488,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Firmicutes","ORIEN"
0.0865981671358713,16109872.7282352,0.0598442897681689,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Fornicata","ORIEN"
0.0259397121696451,17179719.4859684,0.573602771325829,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Fornicata","ORIEN"
0.038755139777922,16953690.9185855,0.400373479409175,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Fornicata","ORIEN"
-0.0456127421879448,18441706.151223,0.32222197385917,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Fusobacteria","ORIEN"
0.0801585622911343,16223449.4813533,0.081591756698531,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Fusobacteria","ORIEN"
0.0695783764173611,16410054.5895707,0.130773789151388,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Fusobacteria","ORIEN"
-0.0175716915511526,17947139.8599466,0.703071684006505,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Gemmatimonadetes","ORIEN"
-0.109936797590288,19576203.9249426,0.0167616294221668,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Gemmatimonadetes","ORIEN"
-0.0804112797853418,19055455.7537007,0.0806317118049591,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Gemmatimonadetes","ORIEN"
0.0130759146591313,17406601.164152,0.77668472529353,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Ignavibacteriae","ORIEN"
0.0952815951644665,15956721.163007,0.0383149277858776,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Ignavibacteriae","ORIEN"
0.251598611231387,13199722.9356231,2.90768486312032e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Ignavibacteriae","ORIEN"
-0.00217827956577534,17675642.8046362,0.962314649209424,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Kiritimatiellaeota","ORIEN"
0.104605748064956,15792268.9896908,0.0228909121541514,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Kiritimatiellaeota","ORIEN"
0.255751040883228,13126485.6037093,1.68483370545259e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Kiritimatiellaeota","ORIEN"
-0.0211016863766181,18009399.1694022,0.647119102728396,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Nitrospirae","ORIEN"
0.0788853944315347,16245904.6280827,0.0865698705166846,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Nitrospirae","ORIEN"
0.209266192206448,13946349.2924278,4.42999499288641e-06,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Nitrospirae","ORIEN"
0.0148241631902638,17375766.9132008,0.747779335731696,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Planctomycetes","ORIEN"
0.037685065974685,16972564.0499497,0.4135182625002,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Planctomycetes","ORIEN"
0.167872991620895,14676410.4432321,0.000245034719010695,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Planctomycetes","ORIEN"
-0.0134248640552963,17874001.3345128,0.770889114218522,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Proteobacteria","ORIEN"
-0.184508274435535,20891437.766073,5.4166025062471e-05,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Proteobacteria","ORIEN"
-0.151915670152133,20316594.7035833,0.000918195307730988,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Proteobacteria","ORIEN"
-0.109664264503218,19571397.1978385,0.0170360122986894,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Spirochaetes","ORIEN"
-0.0236932775514437,18055107.643469,0.607249562360709,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Spirochaetes","ORIEN"
0.032681671718524,17060810.0352059,0.478269765121639,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Spirochaetes","ORIEN"
-0.0345243352595145,18246137.4344232,0.45380217005445,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Synergistetes","ORIEN"
0.107458456817869,15741955.1264089,0.0194051100542836,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Synergistetes","ORIEN"
0.273025700713362,12821808.5587615,1.56729772553401e-09,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Synergistetes","ORIEN"
0.00218185181724983,17598742.1907644,0.96225289337452,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Tenericutes","ORIEN"
0.107213009795918,15746284.1305152,0.0196856861093362,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Tenericutes","ORIEN"
0.231516891689437,13553908.7214897,3.55861959780393e-07,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Tenericutes","ORIEN"
0.0145928740828919,17379846.2109962,0.751584205730369,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Thaumarchaeota","ORIEN"
-0.0611866689751003,18716386.9865277,0.184030783146194,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Thaumarchaeota","ORIEN"
-0.137047642847832,20054363.9755792,0.0028190707493083,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Thaumarchaeota","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Thermodesulfobacteria","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Thermodesulfobacteria","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Thermodesulfobacteria","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Thermotogae","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Thermotogae","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Thermotogae","ORIEN"
-0.0135978035888324,17877051.5078042,0.768021501757276,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Verrucomicrobia","ORIEN"
0.113016568042655,15643925.4737204,0.013919723657656,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Verrucomicrobia","ORIEN"
0.295693340634018,12422014.3159295,5.33860986692921e-11,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Verrucomicrobia","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-s__Abyssogena phaseoliformis symbiont","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-s__Abyssogena phaseoliformis symbiont","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-s__Abyssogena phaseoliformis symbiont","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-s__Apis mellifera filamentous virus","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-s__Apis mellifera filamentous virus","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-s__Apis mellifera filamentous virus","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-s__Isorropodon fossajaponicum symbiont","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-s__Isorropodon fossajaponicum symbiont","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-s__Isorropodon fossajaponicum symbiont","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-s__Leptopilina boulardi filamentous virus","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-s__Leptopilina boulardi filamentous virus","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-s__Leptopilina boulardi filamentous virus","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","k__unclassified-s__Plasmid pWW100","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-s__Plasmid pWW100","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-s__Plasmid pWW100","ORIEN"
-0.0228098463078702,18039526.3687375,0.620717885174964,"Spearman's rank correlation rho","two.sided","age","p__Acidobacteria","ORIEN"
0.0650098927291009,16490629.9597209,0.158060599255436,"Spearman's rank correlation rho","two.sided","buffa.score","p__Acidobacteria","ORIEN"
0.187085123262192,14337561.7739571,4.23497495646174e-05,"Spearman's rank correlation rho","two.sided","MitoScore","p__Acidobacteria","ORIEN"
0.0219240995433576,17250543.7453555,0.634349962000674,"Spearman's rank correlation rho","two.sided","age","p__Actinobacteria","ORIEN"
-0.0745854622178043,18952704.504279,0.105212555286757,"Spearman's rank correlation rho","two.sided","buffa.score","p__Actinobacteria","ORIEN"
-0.0151016867753344,17903575.8324344,0.743221953779886,"Spearman's rank correlation rho","two.sided","MitoScore","p__Actinobacteria","ORIEN"
0.0414576717518219,16906025.7567946,0.368308704017908,"Spearman's rank correlation rho","two.sided","age","p__Apicomplexa","ORIEN"
0.0477863339391483,16794405.7241764,0.299676761074852,"Spearman's rank correlation rho","two.sided","buffa.score","p__Apicomplexa","ORIEN"
0.0642468914288707,16504087.1845653,0.163009199004732,"Spearman's rank correlation rho","two.sided","MitoScore","p__Apicomplexa","ORIEN"
0.00916486631861292,17475581.1998086,0.842419621189755,"Spearman's rank correlation rho","two.sided","age","p__Aquificae","ORIEN"
0.110837638520872,15682355.7417764,0.0158820023918372,"Spearman's rank correlation rho","two.sided","buffa.score","p__Aquificae","ORIEN"
0.254554733793506,13147585.1398236,1.97361941309369e-08,"Spearman's rank correlation rho","two.sided","MitoScore","p__Aquificae","ORIEN"
-0.0108123546772032,17827923.9214093,0.814567462441315,"Spearman's rank correlation rho","two.sided","age","p__Armatimonadetes","ORIEN"
0.105162676369779,15782446.3204267,0.0221706527148957,"Spearman's rank correlation rho","two.sided","buffa.score","p__Armatimonadetes","ORIEN"
