"estimate","statistic","p.value","method","alternative","score","microbe","datset"
-0.0176629865414278,6910456060,0.300288083350578,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Chlorobi","TCGA"
-0.011160244785659,6682390263.41678,0.514732722926139,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Chloroflexi","TCGA"
-0.0222591865924826,6941666626.67662,0.191752580495414,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Chloroflexi","TCGA"
0.030097239689887,6586139514,0.0775194687562065,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Chloroflexi","TCGA"
0.0240660992977082,6449592168.42408,0.160011451764604,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Chrysiogenetes","TCGA"
0.0576691697734454,6398911901.4685,0.000713175447538577,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Chrysiogenetes","TCGA"
-0.0502601086850069,7131807316,0.00318749842507261,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Chrysiogenetes","TCGA"
0.0841662932242003,6052411847.30793,8.57339261708175e-07,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Ciliophora","TCGA"
0.1925108695728,5483267278.59982,4.41114946995715e-30,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Ciliophora","TCGA"
-0.0910121595367355,7408534740,8.89616118736966e-08,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Ciliophora","TCGA"
0.121154752956926,5807968570.93174,1.26187214795861e-12,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Crenarchaeota","TCGA"
0.205061360212667,5398042980.1383,5.46852176360493e-34,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Crenarchaeota","TCGA"
-0.0286385895592889,6984986060,0.0930205928575914,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Crenarchaeota","TCGA"
0.0314132827446027,6401037305.45132,0.0666294784472561,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Cyanobacteria","TCGA"
0.00787021825049389,6737072442.71309,0.644435109701037,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Cyanobacteria","TCGA"
-0.00122127138487199,6798808342,0.942909238963701,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Cyanobacteria","TCGA"
-0.0352195273605862,6841389310.75133,0.0397309296032015,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Deferribacteres","TCGA"
-0.0856425964959872,7372072640.12488,4.87372973421041e-07,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Deferribacteres","TCGA"
0.0369636573441301,6539513000,0.0301402282282381,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Deferribacteres","TCGA"
0.00985909743270588,6543481076.16605,0.564934985266346,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Deinococcus","TCGA"
-0.0247550621794129,6958614907.98665,0.146549506869551,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Deinococcus","TCGA"
0.0817875252612641,6235135840,1.55553429567257e-06,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Deinococcus","TCGA"
0.0215539410196356,6466194108.72396,0.20827188579663,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Dictyoglomi","TCGA"
0.160606382866415,5699915183.08008,2.55872214120791e-21,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Dictyoglomi","TCGA"
-0.0781365840619977,7321102948,4.45702163380669e-06,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Dictyoglomi","TCGA"
0.116155662679596,5841005740.23051,1.02116809064562e-11,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Elusimicrobia","TCGA"
0.189581795963021,5503157197.70326,3.30018058651836e-29,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Elusimicrobia","TCGA"
-0.0536082163119733,7154542692,0.00165644832466249,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Elusimicrobia","TCGA"
0.0419953903688723,6331104005.24544,0.0141862550667289,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Euglenozoa","TCGA"
0.106036334436287,6070473930.7752,4.50564730059789e-10,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Euglenozoa","TCGA"
-0.0523565422269398,7146043180,0.00212467365535378,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Euglenozoa","TCGA"
0.0158695722018713,6503760034.63668,0.354224896412324,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Euryarchaeota","TCGA"
0.0156830870461749,6684019037.77538,0.357733326065321,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Euryarchaeota","TCGA"
0.0165691046055639,6678002522,0.331220787839652,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Euryarchaeota","TCGA"
0.00727568497473735,6560553909.42324,0.671044469619909,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Firmicutes","TCGA"
-0.0131772202378206,6879995395.37285,0.439682817712696,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Firmicutes","TCGA"
0.0213075915499597,6645825754,0.211448681683384,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Firmicutes","TCGA"
0.0592293234977731,6217211209.7812,0.000539216174067407,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Fornicata","TCGA"
0.150739452625807,5766916723.64562,6.11034812671052e-19,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Fornicata","TCGA"
-0.106056874376108,7510696106,4.47081540260467e-10,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Fornicata","TCGA"
0.00956831653580847,6545402741.34646,0.576467683623858,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Fusobacteria","TCGA"
0.0341683405243628,6558494641.57707,0.0450515228439702,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Fusobacteria","TCGA"
0.104729197811333,6079350062,7.36102006637993e-10,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Fusobacteria","TCGA"
0.0473706851282208,6295580637.36374,0.00566164365557692,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Gemmatimonadetes","TCGA"
0.105910001666465,6071331795.37904,4.72577952627013e-10,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Gemmatimonadetes","TCGA"
0.0814843093910246,6237194832,1.70056593281984e-06,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Gemmatimonadetes","TCGA"
0.0473091651019205,6295987200.84058,0.0057244225806297,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Ignavibacteriae","TCGA"
0.026081536005786,6613408211.22684,0.126103831264064,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Ignavibacteriae","TCGA"
0.0125818310506769,6705078164,0.460628864965604,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Ignavibacteriae","TCGA"
0.0661259649632651,6171633814.88565,0.000111429530398244,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Kiritimatiellaeota","TCGA"
0.0627263971180453,6364570721.91057,0.000231573245652276,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Kiritimatiellaeota","TCGA"
-0.0132831589770018,6880714774,0.436013961178123,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Kiritimatiellaeota","TCGA"
0.0408136512266314,6338913689.39662,0.0171516426139823,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Nitrospirae","TCGA"
0.0807280324023964,6242330342.44719,2.12111344562033e-06,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Nitrospirae","TCGA"
0.00658085905963825,6745827856,0.699572685130725,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Nitrospirae","TCGA"
0.00532613449869802,6573437779.39964,0.755869883917499,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Planctomycetes","TCGA"
-0.00192788866664814,6803606637.44901,0.909991677783455,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Planctomycetes","TCGA"
0.0400321596802297,6518676288,0.0188554704480718,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Planctomycetes","TCGA"
-0.0279063961964328,6793059486.9292,0.103245385795211,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Proteobacteria","TCGA"
-0.0122603237307201,6873769195.6312,0.472167557546491,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Proteobacteria","TCGA"
0.0981530977425324,6124005170,7.95033185958412e-09,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Proteobacteria","TCGA"
0.0934670118051694,5990946781.20317,4.55148697687883e-08,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Spirochaetes","TCGA"
0.0868843315233952,6200525899.1978,3.31773514507794e-07,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Spirochaetes","TCGA"
0.038519349594925,6528949048,0.0238483195420131,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Spirochaetes","TCGA"
-0.031066750085392,6813945116.25001,0.0696897454450957,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Synergistetes","TCGA"
-0.0312873200652007,7002972304.973,0.0664912027864248,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Synergistetes","TCGA"
0.0651292883917934,6348253852,0.000131753384114946,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Synergistetes","TCGA"
0.0225673226839539,6459497037.90687,0.187668380601627,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Tenericutes","TCGA"
0.0339551650520511,6559942212.87912,0.0464081714948995,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Tenericutes","TCGA"
0.0444566583760047,6488631662,0.00910274097111206,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Tenericutes","TCGA"
0.0505995867597012,6274242000.94582,0.00312078497566907,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Thaumarchaeota","TCGA"
0.120316834404879,5973501977.53244,1.43157519142081e-12,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Thaumarchaeota","TCGA"
-0.0170610725729786,6906368754,0.317062622406595,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Thaumarchaeota","TCGA"
-0.00358167872782176,6632306276.93026,0.834388243819724,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Thermodesulfobacteria","TCGA"
0.092536174362329,6162146974.03986,5.39201439390524e-08,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Thermodesulfobacteria","TCGA"
-0.0212918495928927,6935097910,0.211786365779975,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Thermodesulfobacteria","TCGA"
0.00102358881253367,6601871738.85304,0.952354127372292,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Thermotogae","TCGA"
-0.030857195913023,7000051540.34534,0.0703178777282928,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Thermotogae","TCGA"
0.0170751751846437,6674566042,0.316662705760964,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Thermotogae","TCGA"
0.0554480171258014,6242200488.20009,0.00119864125949191,"Spearman's rank correlation rho","two.sided","age","k__unclassified-p__Verrucomicrobia","TCGA"
0.105258752259607,6075754114.4274,6.03787234397506e-10,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-p__Verrucomicrobia","TCGA"
0.0507748864089148,6445727638,0.0028891125211191,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-p__Verrucomicrobia","TCGA"
-0.0470538545634739,6919598074.67621,0.00599171734382777,"Spearman's rank correlation rho","two.sided","age","k__unclassified-s__Abyssogena phaseoliformis symbiont","TCGA"
-0.000431753090016388,6793447105.95494,0.979801753892571,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-s__Abyssogena phaseoliformis symbiont","TCGA"
0.021133329369373,6647009084,0.21520854845252,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-s__Abyssogena phaseoliformis symbiont","TCGA"
-0.0511206636664612,6946474136.79704,0.00282597556931637,"Spearman's rank correlation rho","two.sided","age","k__unclassified-s__Apis mellifera filamentous virus","TCGA"
-0.0898070147527242,7400351185.92956,1.31434828456484e-07,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-s__Apis mellifera filamentous virus","TCGA"
-0.104102223888965,7497423022,9.29556646444265e-10,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-s__Apis mellifera filamentous virus","TCGA"
-0.117934249136802,7388020820.73101,4.90185345107278e-12,"Spearman's rank correlation rho","two.sided","age","k__unclassified-s__Isorropodon fossajaponicum symbiont","TCGA"
-0.0341489367617924,7022404156.87671,0.0451736097252662,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-s__Isorropodon fossajaponicum symbiont","TCGA"
-0.0208000377255612,6931758254,0.22253325355433,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-s__Isorropodon fossajaponicum symbiont","TCGA"
0.011813676484826,6530563974.1594,0.49042488220876,"Spearman's rank correlation rho","two.sided","age","k__unclassified-s__Leptopilina boulardi filamentous virus","TCGA"
-0.0632316689739437,7219890894.34747,0.000206003110746972,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-s__Leptopilina boulardi filamentous virus","TCGA"
0.0817451390816987,6235423664,1.57506866293292e-06,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-s__Leptopilina boulardi filamentous virus","TCGA"
-0.070171899943372,7072376827.74972,4.10913122335183e-05,"Spearman's rank correlation rho","two.sided","age","k__unclassified-s__Plasmid pWW100","TCGA"
-0.0105802629957016,6862360717.53873,0.534974401807029,"Spearman's rank correlation rho","two.sided","buffa.score","k__unclassified-s__Plasmid pWW100","TCGA"
-0.0978835700374125,7455195158,8.73687673776692e-09,"Spearman's rank correlation rho","two.sided","MitoScore","k__unclassified-s__Plasmid pWW100","TCGA"
0.038495297537025,6354234845.66485,0.0245793897918202,"Spearman's rank correlation rho","two.sided","age","p__Acidobacteria","TCGA"
0.101972347703358,6098070494.78288,2.03283568699711e-09,"Spearman's rank correlation rho","two.sided","buffa.score","p__Acidobacteria","TCGA"
0.061461347598941,6373161060,0.000309250117782138,"Spearman's rank correlation rho","two.sided","MitoScore","p__Acidobacteria","TCGA"
-0.0465461763455861,6916243013.99453,0.00655686601844525,"Spearman's rank correlation rho","two.sided","age","p__Actinobacteria","TCGA"
-0.0720805961548675,7279979669.58114,2.31395931618097e-05,"Spearman's rank correlation rho","two.sided","buffa.score","p__Actinobacteria","TCGA"
0.017435396743559,6672119952,0.306559855371517,"Spearman's rank correlation rho","two.sided","MitoScore","p__Actinobacteria","TCGA"
0.0633032764087809,6190287936.83161,0.000216482426395238,"Spearman's rank correlation rho","two.sided","age","p__Apicomplexa","TCGA"
0.118400757710559,5986513125.60287,3.22876704995885e-12,"Spearman's rank correlation rho","two.sided","buffa.score","p__Apicomplexa","TCGA"
-0.0822270972049119,7348879640,1.36620488531897e-06,"Spearman's rank correlation rho","two.sided","MitoScore","p__Apicomplexa","TCGA"
0.0412586899723923,6335972590.20206,0.0159764857443176,"Spearman's rank correlation rho","two.sided","age","p__Aquificae","TCGA"
0.115426337400108,6006710972.17013,1.11233640477448e-11,"Spearman's rank correlation rho","two.sided","buffa.score","p__Aquificae","TCGA"
-0.00437058909025826,6820193832,0.797729238905783,"Spearman's rank correlation rho","two.sided","MitoScore","p__Aquificae","TCGA"
-0.0226783644144733,6758509326.50037,0.185505542788491,"Spearman's rank correlation rho","two.sided","age","p__Armatimonadetes","TCGA"
0.000708397178040926,6785704898.1382,0.966865793744076,"Spearman's rank correlation rho","two.sided","buffa.score","p__Armatimonadetes","TCGA"
-0.0175301866046313,6909554280,0.303937232766753,"Spearman's rank correlation rho","two.sided","MitoScore","p__Armatimonadetes","TCGA"
-0.00127244240682692,6617045374.03488,0.940789720566849,"Spearman's rank correlation rho","two.sided","age","p__Artverviricota","TCGA"
0.0506980911785877,6446249117.18497,0.00293194522125202,"Spearman's rank correlation rho","two.sided","buffa.score","p__Artverviricota","TCGA"
