"node","betweencent"
"c__Thermomicrobia",0.0114942528735632
"c__Thermoplasmata",0
"c__Thermoprotei",6632.6238095237
"c__Thermotogae",0
"c__Tolucaviricetes",0
"c__unclassified-g__Aciduliprofundum",0
"c__unclassified-g__Methylacidimicrobium",0
"c__unclassified-g__Ndongobacter",87.4000000000001
"c__unclassified-g__Pandoravirus",0
"c__unclassified-g__Thermobaculum",0.0114942528735632
"c__unclassified-o__Chroococcales",29.6
"c__unclassified-o__Chroococcidiopsidales",0.6
"c__unclassified-o__Gloeoemargaritales",25006.400000001
"c__unclassified-o__Nitrosopumilales",2.20908364891671
"c__unclassified-o__Pleurocapsales",0
"c__unclassified-s__Abyssogena phaseoliformis symbiont",0
"c__unclassified-s__Apis mellifera filamentous virus",0
"c__unclassified-s__cyanobacterium endosymbiont of Epithemia turgida",0
"c__unclassified-s__cyanobacterium endosymbiont of Rhopalodia gibberula",0.0122923268990685
"c__unclassified-s__Isorropodon fossajaponicum symbiont",0
"c__unclassified-s__Leptopilina boulardi filamentous virus",0
"c__unclassified-s__Plasmid pWW100",0
"c__Verrucomicrobiae",26655.5
"c__Vidaverviricetes",0
"o__Acholeplasmatales",0.341690042484481
"o__Acidaminococcales",20.25
"o__Acidiferrobacterales",1790.47439468233
"o__Acidilobales",0
"o__Acidithiobacillales",0.0298423423423423
"o__Acidobacteriales",8.75
"o__Aeromonadales",1239.6496801076
"o__Algavirales",0.21077291651663
"o__Alteromonadales",22.5833333333333
"o__Amarillovirales",0
"o__Aquificales",0
"o__Archaeoglobales",0
"o__Bacteriovoracales",4.25
"o__Bradymonadales",0.255413165300381
"o__Bryobacterales",2382.20000000001
"o__Caldilineales",870.4
"o__Cardiobacteriales",0
"o__Cellvibrionales",7
"o__Chitovirales",0
"o__Chlamydiales",0
"o__Chlorobiales",0.12134411794321
"o__Chloroflexales",0
"o__Chromatiales",96915
"o__Chroococcales",29.6
"o__Chroococcidiopsidales",0.6
"o__Chrysiogenales",0
"o__Chthonomonadales",5.99999999999999
"o__Deferribacterales",0
"o__Dehalococcoidales",0
"o__Desulfobacterales",2.38669734855814
"o__Desulfovibrionales",659.5
"o__Desulfurobacteriales",0
"o__Desulfurococcales",0
"o__Desulfuromonadales",1155.3751821111
"o__Dictyoglomales",0
"o__Eggerthellales",5775
"o__Egibacterales",4.5
"o__Emcibacterales",0
"o__Endomicrobiales",0.0129416282642089
"o__Entomoplasmatales",0.444077654584583
"o__Erysipelotrichales",2.33333333333333
"o__Euzebyales",0
"o__Fervidicoccales",0.00460829493087558
"o__Fimbriimonadales",1.8
"o__Frankiales",1.5
"o__Geodermatophilales",6.5
"o__Ghabrivirales",0
"o__Gloeobacterales",0
"o__Gloeoemargaritales",25006.400000001
"o__Glycomycetales",0
"o__Halanaerobiales",0
"o__Halobacteriales",198.805455269369
"o__Herpesvirales",0.00173913043478261
"o__Holosporales",285
"o__Hyphomonadales",2
"o__Ignavibacteriales",1.42857142857143
"o__Imitervirales",0
"o__Isosphaerales",0
"o__Jiangellales",68.5839838734893
"o__Kiritimatiellales",53.7142857142859
"o__Koleobacterales",0
"o__Kosmotogales",0.0454545454545455
"o__Ktedonobacterales",3.4
"o__Lefavirales",0.0382432121562556
"o__Maricaulales",0.25
"o__Marinilabiliales",0
"o__Martellivirales",4
"o__Methanobacteriales",79.1000000000001
"o__Methanocellales",0
"o__Methanococcales",0
"o__Methanomassiliicoccales",0
"o__Methanomicrobiales",72.5765633168851
"o__Methanosarcinales",0
"o__Methylacidiphilales",0
"o__Methylococcales",194.603415966278
"o__Miltoncostaeales",0
"o__Mindivirales",0
"o__Mononegavirales",0
"o__Mycoplasmatales",11.1880952380952
"o__Mycosphaerellales",2.2
"o__Nakamurellales",126.5
"o__Natrialbales",0
"o__Nautiliales",0
"o__Nitrosomonadales",20846
"o__Nitrosopumilales",2.20908364891671
"o__Nitrososphaerales",0
"o__Opitutales",6.66666666666667
"o__Orbales",0
"o__Ortervirales",0
"o__Parachlamydiales",188.7
"o__Patatavirales",0.0129416282642089
"o__Pelagibacterales",148.499999999999
"o__Peniculida",0
"o__Petrotogales",0
"o__Phycisphaerales",77.9999999999999
"o__Picornavirales",0
"o__Pimascovirales",0.0191002602413963
"o__Planctomycetales",13397.5
"o__Pleurocapsales",0
"o__Primates",0
"o__Rickettsiales",31.8333333333333
"o__Rowavirales",3913.03259634457
"o__Rubrobacterales",5
"o__Saprospirales",39.5
"o__Sedimentisphaerales",186.893229556325
"o__Sepolyvirales",0.0215431463372791
"o__Silvanigrellales",0.25
"o__Spirochaetales",4
"o__Sulfolobales",4.35548548791333
"o__Syntrophobacterales",0
"o__Tepidiformales",4.8
"o__Thermoanaerobacterales",16006.5775879107
"o__Thermococcales",15.2879419260988
"o__Thermodesulfobacteriales",0.236836843937621
"o__Thermodesulfovibrionales",0
"o__Thermofilales",0
"o__Thermomicrobiales",0.0114942528735632
"o__Thermoplasmatales",0
"o__Thermoproteales",2122.45714285711
"o__Thermosediminibacterales",0.47545538248805
"o__Thermotogales",0
"o__Thiotrichales",95.0670341502161
"o__Tolivirales",0
"o__Tubulavirales",0
"o__Tymovirales",0
"o__unclassified-g__Aciduliprofundum",0
"o__unclassified-g__Chloracidobacterium",0
"o__unclassified-g__Dehalogenimonas",0
"o__unclassified-g__Methylacidimicrobium",0
"o__unclassified-g__Ndongobacter",87.4000000000001
"o__unclassified-g__Pandoravirus",0
"o__unclassified-g__Sedimenticola",166.287497363156
"o__unclassified-g__Thermobaculum",0.0114942528735632
"o__unclassified-s__Abyssogena phaseoliformis symbiont",0
"o__unclassified-s__Apis mellifera filamentous virus",0
"o__unclassified-s__Bathymodiolus septemdierum thioautotrophic gill symbiont",0
"o__unclassified-s__Bathymodiolus thermophilus thioautotrophic gill symbiont",0
"o__unclassified-s__cyanobacterium endosymbiont of Epithemia turgida",0
"o__unclassified-s__cyanobacterium endosymbiont of Rhopalodia gibberula",0.0122923268990685
"o__unclassified-s__endosymbiont of Euscepes postfasciatus",0
"o__unclassified-s__endosymbiont of unidentified scaly snail isolate Monju",1.57142857142857
"o__unclassified-s__Isorropodon fossajaponicum symbiont",0
"o__unclassified-s__Leptopilina boulardi filamentous virus",0
"o__unclassified-s__Plasmid pWW100",0
"o__Verrucomicrobiales",26655.5
"o__Wolframvirales",0
"o__Zurhausenvirales",0
"f__Acholeplasmataceae",0.341690042484481
"f__Acidaminococcaceae",20.25
"f__Acidiferrobacteraceae",1790.47439468233
"f__Acidimicrobiaceae",41.3333333333333
"f__Acidithiobacillaceae",0.0298423423423423
"f__Acidobacteriaceae",8.75
"f__Ackermannviridae",0
"f__Actinopolymorphaceae",12.6666666666667
"f__Adenoviridae",3913.03259634457
"f__Aerococcaceae",423.333333333333
"f__Aeromonadaceae",1239.6496801076
"f__Akkermansiaceae",5552.50000000001
"f__Alcanivoracaceae",0
"f__Alicyclobacillaceae",0.141916372894634
"f__Alphaflexiviridae",0
"f__Alteromonadaceae",3.58333333333333
"f__Amoebophilaceae",0
"f__Anaplasmataceae",0
"f__Aphanothecaceae",0
"f__Aquificaceae",0.00739028850060951
"f__Archaeoglobaceae",0
"f__Aurantimonadaceae",135.763025316525
"f__Autographiviridae",0.0284350577418048
"f__Azonexaceae",10
"f__Baculoviridae",0.0382432121562556
"f__Barnesiellaceae",403.000000000004
"f__Bartonellaceae",0.2375
"f__Betaflexiviridae",0
"f__Bogoriellaceae",5.66557367382069
"f__Borreliaceae",0
"f__Bradymonadaceae",0.255413165300381
"f__Bromoviridae",4
"f__Bruguierivoracaceae",0
"f__Bryobacteraceae",2382.20000000001
"f__Budviciaceae",0
"f__Caldilineaceae",870.4
"f__Caldisphaeraceae",0
"f__Campylobacteraceae",24
"f__Cardiobacteriaceae",0
"f__Carnobacteriaceae",0
"f__Cellulomonadaceae",27.7660519051424
"f__Cellvibrionaceae",0.706264421692408
"f__Chaseviridae",0
"f__Chlamydiaceae",0
"f__Chlorobiaceae",0.12134411794321
"f__Chloroflexaceae",0
"f__Christensenellaceae",21.3333333333333
"f__Chromatiaceae",117.039682539683
"f__Chromobacteriaceae",1634
"f__Chroococcaceae",36.6
"f__Chroococcidiopsidaceae",0.6
"f__Chrysiogenaceae",0
"f__Chrysoviridae",0
"f__Chthonomonadaceae",5.99999999999999
"f__Closteroviridae",0
"f__Clostridiales",0.0178181079348214
"f__Colwelliaceae",0.33690505685718
"f__Criblamydiaceae",0
"f__Cuniculiplasmataceae",0
"f__Cyclobacteriaceae",81.3388207804235
"f__Cystoviridae",0
"f__Cytophagaceae",2430
"f__Deferribacteraceae",0
"f__Dehalococcoidaceae",0
"f__Demerecviridae",0
"f__Dermabacteraceae",41.9434872429699
"f__Dermatophilaceae",4.33333333333333
"f__Dermocarpellaceae",0
"f__Desulfobacteraceae",0
"f__Desulfobulbaceae",0.281531684032434
"f__Desulfohalobiaceae",0.0062111801242236
"f__Desulfovibrionaceae",514.5
"f__Desulfurobacteriaceae",0
"f__Desulfurococcaceae",0
"f__Desulfuromonadaceae",0
"f__Devosiaceae",0.051334375904319
"f__Dicistroviridae",0
"f__Dictyoglomaceae",0
"f__Drexlerviridae",0
"f__Dysgonomonadaceae",4
"f__Ectothiorhodospiraceae",296.607744045946
"f__Eggerthellaceae",5775
"f__Egibacteraceae",4.5
"f__Emcibacteraceae",0
"f__Endomicrobiaceae",0.0129416282642089
"f__Endornaviridae",0
"f__Entomoplasmataceae",0.0194384812716938
"f__Erwiniaceae",294
"f__Erysipelotrichaceae",2.33333333333333
"f__Eubacteriaceae",16.8333333333333
"f__Euzebyaceae",0
"f__Ferrimonadaceae",0
"f__Ferroplasmaceae",0
"f__Fervidicoccaceae",0.00460829493087558
"f__Fervidobacteriaceae",0
"f__Fimbriimonadaceae",1.8
"f__Flammeovirgaceae",38.3333333333333
"f__Flaviviridae",0
"f__Francisellaceae",0
"f__Frankiaceae",1.5
"f__Fulvivirgaceae",3
"f__Gallionellaceae",433.124473459783
"f__Geobacteraceae",392.9371879865
"f__Geodermatophilaceae",6.5
"f__Gloeobacteraceae",0
"f__Gloeomargaritaceae",25006.400000001
"f__Glycomycetaceae",0
"f__Gordoniaceae",242.129747660121
"f__Granulosicoccaceae",0.00739028850060951
"f__Guelinviridae",0
"f__Hahellaceae",0
"f__Halanaerobiaceae",0
"f__Halieaceae",0
"f__Haliscomenobacteraceae",95
"f__Haloarculaceae",2349.96878832069
"f__Halobacteriaceae",0.0797210563613459
"f__Halobacteriovoraceae",4.25
"f__Halobacteroidaceae",4
"f__Haloferacaceae",0.0358253462424143
"f__Halomonadaceae",3.5
"f__Halothiobacillaceae",0.253968253968254
"f__Hantaviridae",5.82429652154892
"f__Helicobacteraceae",0
"f__Herelleviridae",244.453811170217
"f__Herpesviridae",0.00173913043478261
"f__Holosporaceae",0
"f__Hominidae",0
"f__Hydrogenothermaceae",0
"f__Hyphomonadaceae",2
"f__Inoviridae",0
"f__Intrasporangiaceae",622.683492960407
"f__Iridoviridae",0.0372820784232145
"f__Isosphaeraceae",0
"f__Jiangellaceae",68.5839838734893
"f__Kangiellaceae",0.0145292579274273
"f__Kiritimatiellaceae",53.7142857142859
"f__Koleobacteraceae",0
"f__Kosmotogaceae",0.0454545454545455
"f__Kribbellaceae",0.263119998856368
"f__Ktedonosporobacteraceae",3.4
"f__Labilitrichaceae",204.666666666666
"f__Lacipirellulaceae",0.0124918186068256
"f__Legionellaceae",18
"f__Lichenihabitantaceae",1423.3482829778
"f__Lispiviridae",0.277789862336164
"f__Litoricolaceae",0
"f__Maricaulaceae",0.25
"f__Marseilleviridae",0
"f__Melioribacteraceae",1.42857142857143
"f__Merismopediaceae",0
"f__Methanobacteriaceae",260.6
"f__Methanocaldococcaceae",0
"f__Methanocellaceae",0
"f__Methanomassiliicoccaceae",0
"f__Methanomicrobiaceae",0.0306910626065053
"f__Methanoregulaceae",0.00548444878684253
"f__Methanosarcinaceae",0
"f__Methanospirillaceae",0.00548444878684253
"f__Methanothermaceae",0
"f__Methanotrichaceae",0.0273902885006095
"f__Methylacidiphilaceae",0
"f__Methylococcaceae",194.603415966278
"f__Methylocystaceae",0
"f__Methylophilaceae",227
"f__Miltoncostaeaceae",0
"f__Mimiviridae",0
"f__Muribaculaceae",0.457978999222193
"f__Mycoplasmataceae",11.1880952380952
"f__Mycosphaerellaceae",2.2
"f__Myxococcaceae",54.4704821927895
"f__Nairoviridae",0
"f__Nakamurellaceae",126.5
"f__Narnaviridae",0
"f__Natrialbaceae",0
"f__Nautiliaceae",0
"f__Nitratiruptoraceae",0
"f__Nitrosomonadaceae",3.46438082118687
"f__Nitrosopumilaceae",2.20908364891671
"f__Nitrososphaeraceae",0
"f__Nocardioidaceae",64
"f__Nocardiopsaceae",149.203154537578
"f__Nostocaceae",18
"f__Oceanospirillaceae",76.6366303678956
"f__Odoribacteraceae",38270
"f__Oleiphilaceae",0
"f__Opitutaceae",6.66666666666667
"f__Orbaceae",0
"f__Oxalobacteraceae",9
"f__Paenibacillaceae",292.341574081529
"f__Papillomaviridae",0
"f__Parachlamydiaceae",1422.45
"f__Parameciidae",0
"f__Paramyxoviridae",0
"f__Parvibaculaceae",0
"f__Pectobacteriaceae",8998.33333333334
"f__Pelagibacteraceae",147.999999999999
"f__Peptococcaceae",0.0949248120300752
"f__Peribunyaviridae",0
"f__Petrotogaceae",0
"f__Phenuiviridae",0
"f__Phycisphaeraceae",77.9999999999999
"f__Phycodnaviridae",0.21077291651663
"f__Phyllobacteriaceae",170.842092808661
"f__Picrophilaceae",0
"f__Pirellulaceae",420
"f__Piscirickettsiaceae",1623.911658344
"f__Planctomycetaceae",13397.5
"f__Planococcaceae",121.833333333333
"f__Pleomorphomonadaceae",32.4949108917721
"f__Podoviridae",105.666666666667
"f__Polyangiaceae",0
"f__Polyomaviridae",0.0215431463372791
"f__Potyviridae",0.0129416282642089
"f__Poxviridae",0
"f__Prochlorotrichaceae",0
"f__Prolixibacteraceae",0
"f__Promicromonosporaceae",133.450420192838
"f__Proteinivoraceae",0
"f__Pseudoalteromonadaceae",0.350877192982456
"f__Retroviridae",0
"f__Rhabdochlamydiaceae",96.1345530180362
"f__Rhodanobacteraceae",1719.66666666662
"f__Rhodocyclaceae",378.166666666667
"f__Rhodospirillaceae",10
"f__Rickettsiaceae",0.111111111111111
"f__Rikenellaceae",194012
"f__Rivulariaceae",0.00739028850060951
"f__Roseiflexaceae",0
"f__Roseobacteraceae",33970.0154741932
"f__Ruaniaceae",1.54002015902643
"f__Rubrobacteraceae",5
"f__Saccharospirillaceae",0
"f__Salasmaviridae",0.0178181079348214
"f__Salinivirgaceae",0
"f__Sandaracinaceae",52.1666666666667
"f__Sanguibacteraceae",0.00854700854700855
"f__Saprospiraceae",467.666666666668
"f__Schitoviridae",0.00971039829735482
"f__Schleiferiaceae",5
"f__Sedimentisphaeraceae",186.893229556325
"f__Shewanellaceae",6139.52958208225
"f__Silvanigrellaceae",0.25
"f__Sphingosinicellaceae",0
"f__Spirochaetaceae",0
"f__Spiroplasmataceae",0.177930402930403
"f__Spongiibacteraceae",0
"f__Sporolactobacillaceae",0.00657894736842105
"f__Stappiaceae",44.8903689751572
"f__Steroidobacteraceae",3.33333333333333
"f__Sterolibacteriaceae",3.34627918467043
"f__Sulfolobaceae",4.35548548791333
"f__Sulfurovaceae",0.00574712643678161
"f__Sutterellaceae",1041.5
"f__Symbiobacteriaceae",0
"f__Syntrophaceae",0
"f__Syntrophomonadaceae",0
"f__Syntrophotaleaceae",0.00548444878684253
"f__Tenuifilaceae",95.3333333333332
"f__Tepidanaerobacteraceae",0
"f__Tepidiformaceae",4.8
"f__Thalassospiraceae",0.0223266924229132
"f__Thermoactinomycetaceae",0
"f__Thermoanaerobacteraceae",0
"f__Thermoanaerobacterales",5435.99242516724
"f__Thermococcaceae",15.2879419260988
"f__Thermodesulfobacteriaceae",0.236836843937621
"f__Thermodesulfobiaceae",0
"f__Thermodesulfovibrionaceae",0
"f__Thermofilaceae",0
"f__Thermoguttaceae",0
"f__Thermomicrobiaceae",0.0114942528735632
"f__Thermomonosporaceae",18189.6666666674
"f__Thermoplasmataceae",0
"f__Thermoproteaceae",2122.45714285711
"f__Thermosediminibacteraceae",0.0129416282642089
"f__Thermotogaceae",0
"f__Thioalkalibacteraceae",11815.6666666667
"f__Thiobacillaceae",2798.96092700634
"f__Thiotrichaceae",0.0406997684589658
"f__Thiovulaceae",534.333333333333
"f__Tombusviridae",0
"f__Tospoviridae",0
"f__Treponemataceae",1461
"f__Tropherymataceae",0
"f__Tsukamurellaceae",1
"f__Turicibacteraceae",0.00460829493087558
"f__unclassified-g__Aciduliprofundum",0
"f__unclassified-g__Breznakiella",0
"f__unclassified-g__Chloracidobacterium",0
"f__unclassified-g__Dehalogenimonas",0
"f__unclassified-g__Exiguobacterium",0.405304606124076
"f__unclassified-g__Flintibacter",6665.33333333348
"f__unclassified-g__Intestinimonas",127.666666666667
"f__unclassified-g__Luteimicrobium",0.017194210069237
"f__unclassified-g__Massilistercora",21680.0000000003
"f__unclassified-g__Methanofervidicoccus",0.00374531835205993
"f__unclassified-g__Methylacidimicrobium",0
"f__unclassified-g__Methylibium",62.3333333333333
"f__unclassified-g__Ndongobacter",87.4000000000001
"f__unclassified-g__Nordella",267.666666666666
"f__unclassified-g__Pandoravirus",0
"f__unclassified-g__Plesiomonas",1
"f__unclassified-g__Pseudorhodoplanes",36.9999999999999
"f__unclassified-g__Rubrivivax",4
"f__unclassified-g__Sedimenticola",166.287497363156
"f__unclassified-g__Thermobaculum",0.0114942528735632
"f__unclassified-g__Thermosulfidibacter",0
"f__unclassified-g__Thiohalobacter",4283.00000000004
"f__unclassified-g__Thiomonas",314.463302749425
"f__unclassified-g__Tomitella",0.238323459714516
"f__unclassified-s__Abyssogena phaseoliformis symbiont",0
"f__unclassified-s__Apis mellifera filamentous virus",0
"f__unclassified-s__Bathymodiolus septemdierum thioautotrophic gill symbiont",0
"f__unclassified-s__Bathymodiolus thermophilus thioautotrophic gill symbiont",0
"f__unclassified-s__cyanobacterium endosymbiont of Epithemia turgida",0
"f__unclassified-s__cyanobacterium endosymbiont of Rhopalodia gibberula",0.0122923268990685
"f__unclassified-s__endosymbiont of Euscepes postfasciatus",0
"f__unclassified-s__endosymbiont of unidentified scaly snail isolate Monju",1.57142857142857
"f__unclassified-s__Isorropodon fossajaponicum symbiont",0
"f__unclassified-s__Leptopilina boulardi filamentous virus",0
"f__unclassified-s__Plasmid pWW100",0
"f__unclassified-s__Rickettsiales endosymbiont of Stachyamoeba lipophora",0
"f__Usitatibacteraceae",164.560135684316
"f__Vallitaleaceae",167.333333333333
"f__Verrucomicrobiaceae",8179.5
"f__Virgaviridae",0
"f__Waddliaceae",22.134126984127
"f__Wenzhouxiangellaceae",0
"f__Xanthobacteraceae",269.596000226395
"f__Zobellviridae",0
"f__Zoogloeaceae",339.587453508672
"g__Abidjanvirus",0
"g__Abiotrophia",21.3333333333333
"g__Acadianvirus",0
"g__Acetivibrio",0
"g__Acetoanaerobium",0
"g__Acetobacter",3.06351126646698
"g__Acetohalobium",4
"g__Acetomicrobium",13240.5
"g__Acholeplasma",0.00833333333333333
"g__Acidaminococcus",20.25
"g__Acidianus",0
"g__Acidihalobacter",3.58233500665298
"g__Acidimicrobium",41.3333333333333
"g__Acidipropionibacterium",22.9801272134417
"g__Acidithiobacillus",0.0298423423423423
"g__Aciduliprofundum",0
"g__Actinobacillus",0
"g__Actinobaculum",0
"g__Actinocatenispora",0
"g__Actinomadura",3046.66666666665
"g__Actinomyces",2.5
"g__Actinopolymorpha",12.6666666666667
"g__Adhaeribacter",1
"g__Advenella",0.00173913043478261
"g__Aequoribacter",0
"g__Aeribacillus",22.2415021084243
"g__Aerococcus",2.10309273905306
"g__Aeromonas",1253.18034100463
"g__Aeropyrum",0
"g__Aerosticca",1727.66666666662
"g__Aestuarium",0.00739028850060951
"g__Agarilytica",0
"g__Agarivorans",0
"g__Agatevirus",0
"g__Aggregatibacter",0
"g__Agrococcus",0.0622729012161897
"g__Agromyces",197.69563354187
"g__Agtrevirus",0
"g__Ahduovirus",0
"g__Akkermansia",5552.50000000001
"g__Akonivirus",0
"g__Alcaligenes",10.5
"g__Alexandravirus",0
"g__Alfamovirus",0
"g__Algibacter",0.244913636703655
"g__Algicoccus",0
"g__Algoriphagus",0.0136986301369863
"g__Aliarcobacter",100.075842305758
"g__Alicyclobacillus",0
"g__Alistipes",194012
"g__Alkalicella",0
"g__Alkalihalobacillus",0
"g__Alkalilimnicola",0.0244798824822817
"g__Allexivirus",0
"g__Allochromatium",166.125286692206
"g__Allofrancisella",0
"g__Alphabaculovirus",0
"g__Alphachrysovirus",0
"g__Alphaendornavirus",0
"g__Alphatrevirus",2978.84731471657
"g__Altererythrobacter",3.44302764916524
"g__Altibacter",0
"g__Alysiella",0
"g__Aminobacter",0
"g__Aminobacterium",19441.5
"g__Amphritea",0
"g__Amylolactobacillus",0
"g__Anabaenopsis",0
"g__Anaerobacillus",0
"g__Anaerobutyricum",17
"g__Anaerocolumna",5060
"g__Anaerolinea",21340
"g__Anaerostipes",0.402910685805423
"g__Anaplasma",0
"g__Ancylobacter",1785.10672728625
"g__Andromedavirus",0
"g__Aneurinibacillus",0.00833333333333333
"g__Anoxybacillus",791.984939601033
"g__Apdecimavirus",0
"g__Apibacter",0
"g__Apilactobacillus",0.00460829493087558
"g__Appavirus",0
"g__Aquaspirillum",161
"g__Aquifex",0
"g__Aquiflexum",0
"g__Aquisalimonas",0
"g__Aquitalea",0.467593244529896
"g__Arachnia",2.5
"g__Arcanobacterium",0
"g__Archaeoglobus",0
"g__Archangium",0
"g__Arcobacter",0.121919556416124
"g__Arcticibacterium",6746.5
"g__Arlivirus",0.277789862336164
"g__Armstrongvirus",0.0275378404992794
"g__Aromatoleum",195.166666666667
"g__Arsenicicoccus",0.0180732002419843
"g__Arsenophonus",0
"g__Asaia",49
"g__Asteriusvirus",0
"g__Atlantibacter",0
"g__Atlauavirus",0.0238199144907293
"g__Atopobium",11.5
"g__Audreyjarvisvirus",0
"g__Aurantiacibacter",0.58056728031627
"g__Aurantimicrobium",1557.5
"g__Aureimonas",0
"g__Aureliella",1054.5
"g__Austwickia",4.33333333333333
"g__Avunavirus",0
"g__Azorhizobium",1.30877902099012
"g__Azotobacter",1623.21454931171
"g__Baikalvirus",0
"g__Baoshanvirus",0
"g__Barnesiella",403.000000000004
"g__Barnyardvirus",0
"g__Bartonella",0.2375
"g__Basilea",0
"g__Bastillevirus",0
"g__Becedseptimavirus",0
"g__Belliella",0
"g__Bequatrovirus",0
"g__Bergeyella",0
"g__Bermanella",0
"g__Bernalvirus",0
"g__Berryella",0
"g__Betabaculovirus",0
"g__Betaentomopoxvirus",0
"g__Betapolyomavirus",0
"g__Betterkatzvirus",0.00548444878684253
"g__Bifseptvirus",0
"g__Bignuzvirus",0
"g__Biomaibacter",0
"g__Biseptimavirus",0
"g__Bisgaardia",0
"g__Bixzunavirus",0
"g__Bjornvirus",0
"g__Blastococcus",6.5
"g__Blastomonas",0.523577016331162
"g__Borrelia",0
"g__Borreliella",0
"g__Boseongicola",2.24934625115447
"g__Boudabousia",0
"g__Brachybacterium",1.32158911880646
"g__Bradymonas",0.255413165300381
"g__Brenneria",0
"g__Brevilactibacter",0
